Prize,Year,Winner,Citation,Wikipedia_URL,OpenAlex_URL,Subfield,Subfield_ID,Field,Domain,Verified,Corrected_OpenAlex_URL,Best_Subfield,Best_Subfield_ID,Best_Field,Verification_Notes,laureate_type,n_winners,plotFinestField
Russ Prize,2017,Eric A. Swanson,For the invention of optical coherence tomography (OCT) and its application to medical imaging,https://en.wikipedia.org/wiki/Eric_A._Swanson,https://openalex.org/authors/A5110342593,Biomedical Engineering,2204.0,Engineering,Physical Sciences,Yes,,Biomedical Engineering,2204.0,Engineering,,individual,1.0,Bioengineering and biomedical engineering
Russ Prize,2017,James G. Fujimoto,For the invention of optical coherence tomography (OCT) and its application to medical imaging,https://en.wikipedia.org/wiki/James_G._Fujimoto,https://openalex.org/authors/A5019768182,Biomedical Engineering,2204.0,Engineering,Physical Sciences,Yes,,Biomedical Engineering,2204.0,Engineering,,individual,1.0,Bioengineering and biomedical engineering
Russ Prize,2019,John B. Simpson,For innovations in medical devices enabling minimally invasive angioplasty treatment of advanced coronary artery disease,https://en.wikipedia.org/wiki/John_B._Simpson,https://openalex.org/authors/A5011815355,Surgery,2746.0,Medicine,Health Sciences,Yes,,Surgery,2746.0,Medicine,,individual,1.0,Life Sciences & Medicine
Russ Prize,2019,Julio C. Palmaz,For innovations in medical devices enabling minimally invasive angioplasty treatment of advanced coronary artery disease,https://en.wikipedia.org/wiki/Julio_C._Palmaz,https://openalex.org/authors/A5111798721,Pulmonary and Respiratory Medicine,2740.0,Medicine,Health Sciences,Yes,,Surgery,2746.0,Medicine,Subfield changed from Pulmonary and Respiratory Medicine; stent inventor. Topic #2 is Surgery (Coronary Interventions).,individual,1.0,Life Sciences & Medicine
Russ Prize,2019,Leonard Pinchuk,For innovations in medical devices enabling minimally invasive angioplasty treatment of advanced coronary artery disease,https://en.wikipedia.org/wiki/Leonard_Pinchuk,https://openalex.org/authors/A5011018910,Ophthalmology,2731.0,Medicine,Health Sciences,Yes,,Ophthalmology,2731.0,Medicine,,individual,1.0,Life Sciences & Medicine
Russ Prize,2019,Paul G. Yock,For innovations in medical devices enabling minimally invasive angioplasty treatment of advanced coronary artery disease,https://en.wikipedia.org/wiki/Paul_G._Yock,https://openalex.org/authors/A5073478428,Surgery,2746.0,Medicine,Health Sciences,Yes,,Surgery,2746.0,Medicine,,individual,1.0,Life Sciences & Medicine
Russ Prize,2019,Richard A. Schatz,For innovations in medical devices enabling minimally invasive angioplasty treatment of advanced coronary artery disease,https://en.wikipedia.org/wiki/Richard_A._Schatz,https://openalex.org/authors/A5102856105,Surgery,2746.0,Medicine,Health Sciences,Yes,,Surgery,2746.0,Medicine,,individual,1.0,Life Sciences & Medicine
Russ Prize,2023,David R. Walt,For the development of microwell arrays that greatly advanced the fields of genomics and proteomics,https://en.wikipedia.org/wiki/David_R._Walt,https://openalex.org/authors/A5090286647,Immunology,2403.0,Immunology and Microbiology,Life Sciences,Yes,,Bioengineering,1305.0,"Biochemistry, Genetics and Molecular Biology",Subfield changed from Immunology; Russ Prize for biosensor/diagnostic engineering. Topic #3 is Bioengineering (Analytical Chemistry and Sensors).,individual,1.0,Life Sciences & Medicine
Shaw Prize in Astronomy,2015,William J. Borucki,"For conceiving and leading the Kepler Mission, which greatly advanced knowledge of extrasolar planetary systems and stellar interiors",https://en.wikipedia.org/wiki/William_J._Borucki,https://openalex.org/authors/A5107857658,Astronomy and Astrophysics,3103.0,Physics and Astronomy,Physical Sciences,Yes,,Astronomy and Astrophysics,3103,Physics and Astronomy,,individual,1.0,Physics & Astronomy
Shaw Prize in Astronomy,2016,Kip S. Thorne,"For conceiving and designing LIGO, whose detection of gravitational waves opens a new window in astronomy",https://en.wikipedia.org/wiki/Kip_S._Thorne,https://openalex.org/authors/A5103423628,Astronomy and Astrophysics,3103.0,Physics and Astronomy,Physical Sciences,Yes,,Astronomy and Astrophysics,3103,Physics and Astronomy,,individual,1.0,Physics & Astronomy
Shaw Prize in Astronomy,2016,Rainer Weiss,"For conceiving and designing LIGO, whose detection of gravitational waves opens a new window in astronomy",https://en.wikipedia.org/wiki/Rainer_Weiss,https://openalex.org/authors/A5103619207,Astronomy and Astrophysics,3103.0,Physics and Astronomy,Physical Sciences,Yes,,Astronomy and Astrophysics,3103,Physics and Astronomy,,individual,1.0,Physics & Astronomy
Shaw Prize in Astronomy,2016,Ronald W. P. Drever,"For conceiving and designing the Laser Interferometer Gravitational-Wave Observatory (LIGO), whose detection of gravitational waves opens a new window in astronomy",https://en.wikipedia.org/wiki/Ronald_W._P._Drever,https://openalex.org/authors/A5108734472,Astronomy and Astrophysics,3103.0,Physics and Astronomy,Physical Sciences,Yes,https://openalex.org/authors/A5108734472,Astronomy and Astrophysics,3103,Physics and Astronomy,"OpenAlex URL was missing; found A5108734472 (R. W. P. Drever, 178 works, Caltech, LIGO co-founder).",individual,1.0,Physics & Astronomy
Shaw Prize in Astronomy,2017,Simon D. M. White,For contributions to understanding structure formation in the Universe,https://en.wikipedia.org/wiki/Simon_D._M._White,https://openalex.org/authors/A5079556845,Astronomy and Astrophysics,3103.0,Physics and Astronomy,Physical Sciences,Yes,,Astronomy and Astrophysics,3103,Physics and Astronomy,,individual,1.0,Physics & Astronomy
Shaw Prize in Astronomy,2018,Jean-Loup Puget,For pioneering contributions to measurements of the cosmic infrared background and the characterization of interstellar dust,https://en.wikipedia.org/wiki/Jean-Loup_Puget,https://openalex.org/authors/A5104978339,Instrumentation,3105.0,Physics and Astronomy,Physical Sciences,Yes,,Astronomy and Astrophysics,3103,Physics and Astronomy,Subfield changed from Instrumentation; all top 3 topics are Astronomy and Astrophysics.,individual,1.0,Physics & Astronomy
Shaw Prize in Astronomy,2019,Edward C. Stone,"For his leadership in the Voyager project, which has transformed understanding of the four giant planets and the outer solar system, and begun to explore interstellar space",https://en.wikipedia.org/wiki/Edward_C._Stone,https://openalex.org/authors/A5042120030,Astronomy and Astrophysics,3103.0,Physics and Astronomy,Physical Sciences,Yes,,Astronomy and Astrophysics,3103,Physics and Astronomy,,individual,1.0,Physics & Astronomy
Shaw Prize in Astronomy,2020,Roger D. Blandford,"For foundational contributions to theoretical astrophysics, especially concerning active galactic nuclei, relativistic jets, energy extraction from black holes, and particle acceleration in shocks",https://en.wikipedia.org/wiki/Roger_D._Blandford,https://openalex.org/authors/A5035206337,Nuclear and High Energy Physics,3106.0,Physics and Astronomy,Physical Sciences,Yes,,Astronomy and Astrophysics,3103,Physics and Astronomy,Subfield changed from Nuclear and High Energy Physics; top 2 topics are Astronomy and Astrophysics.,individual,1.0,Physics & Astronomy
Shaw Prize in Astronomy,2021,Chryssa Kouveliotou,For contributions to our understanding of magnetars,https://en.wikipedia.org/wiki/Chryssa_Kouveliotou,https://openalex.org/authors/A5013979618,Astronomy and Astrophysics,3103.0,Physics and Astronomy,Physical Sciences,Yes,,Astronomy and Astrophysics,3103,Physics and Astronomy,,individual,1.0,Physics & Astronomy
Shaw Prize in Astronomy,2021,Victoria M. Kaspi,For contributions to our understanding of magnetars,https://en.wikipedia.org/wiki/Victoria_M._Kaspi,https://openalex.org/authors/A5066105866,Astronomy and Astrophysics,3103.0,Physics and Astronomy,Physical Sciences,Yes,https://openalex.org/authors/A5066105866,Astronomy and Astrophysics,3103,Physics and Astronomy,"2026-09-09 snapshot audit: id -> A5066105866 (V. M. Kaspi, McGill); previous A5013125693 = Kiyoshi W. Masui",individual,1.0,Physics & Astronomy
Shaw Prize in Astronomy,2022,Lennart Lindegren,For lifetime contributions to space astrometry and the conception and design of ESA's Hipparcos and Gaia missions,https://en.wikipedia.org/wiki/Lennart_Lindegren,https://openalex.org/authors/A5003526225,Astronomy and Astrophysics,3103.0,Physics and Astronomy,Physical Sciences,Yes,,Astronomy and Astrophysics,3103,Physics and Astronomy,,individual,1.0,Physics & Astronomy
Shaw Prize in Astronomy,2022,Michael Perryman,For lifetime contributions to space astrometry and the conception and design of ESA's Hipparcos and Gaia missions,https://en.wikipedia.org/wiki/Michael_Perryman,https://openalex.org/authors/A5065216106,Astronomy and Astrophysics,3103.0,Physics and Astronomy,Physical Sciences,Yes,,Astronomy and Astrophysics,3103,Physics and Astronomy,,individual,1.0,Physics & Astronomy
Shaw Prize in Astronomy,2023,Duncan Lorimer,For the discovery of fast radio bursts,https://en.wikipedia.org/wiki/Duncan_Lorimer,https://openalex.org/authors/A5048953157,Astronomy and Astrophysics,3103.0,Physics and Astronomy,Physical Sciences,Yes,https://openalex.org/authors/A5048953157,Astronomy and Astrophysics,3103,Physics and Astronomy,"2026-09-09 snapshot audit: id -> A5048953157 (D. R. Lorimer, 26,768 cites); previous A5083260832 = P. M. Meyers",individual,1.0,Physics & Astronomy
Shaw Prize in Astronomy,2023,Matthew Bailes,For the discovery of fast radio bursts,https://en.wikipedia.org/wiki/Matthew_Bailes,https://openalex.org/authors/A5077621998,Astronomy and Astrophysics,3103.0,Physics and Astronomy,Physical Sciences,Yes,,Astronomy and Astrophysics,3103,Physics and Astronomy,,individual,1.0,Physics & Astronomy
Shaw Prize in Astronomy,2023,Maura McLaughlin,For the discovery of fast radio bursts,https://en.wikipedia.org/wiki/Maura_McLaughlin,https://openalex.org/authors/A5017251529,Astronomy and Astrophysics,3103.0,Physics and Astronomy,Physical Sciences,Yes,https://openalex.org/authors/A5017251529,Astronomy and Astrophysics,3103,Physics and Astronomy,"2026-09-09 snapshot audit: id -> A5017251529 (M. A. McLaughlin, 38,876 cites); previous A5023309913 = S. M. Ransom",individual,1.0,Physics & Astronomy
Shaw Prize in Astronomy,2024,Shrinivas R. Kulkarni,"For groundbreaking discoveries about millisecond pulsars, gamma-ray bursts, supernovae, and other variable or transient astronomical objects",https://en.wikipedia.org/wiki/Shrinivas_R._Kulkarni,https://openalex.org/authors/A5056485618,Astronomy and Astrophysics,3103.0,Physics and Astronomy,Physical Sciences,Yes,https://openalex.org/authors/A5056485618,Astronomy and Astrophysics,3103,Physics and Astronomy,"2026-09-09 snapshot audit: id -> A5056485618 (S. R. Kulkarni, Caltech, 60,329 cites); previous A5029669315 = Richard Dekany",individual,1.0,Physics & Astronomy
Shaw Prize in Life Science and Medicine,2015,Bonnie L. Bassler,For discovery of quorum sensing in bacteria,https://en.wikipedia.org/wiki/Bonnie_L._Bassler,https://openalex.org/authors/A5034726213,Molecular Biology,1312.0,"Biochemistry, Genetics and Molecular Biology",Life Sciences,Yes,,Molecular Biology,1312,"Biochemistry, Genetics and Molecular Biology",,individual,1.0,Life Sciences & Medicine
Shaw Prize in Life Science and Medicine,2015,E. Peter Greenberg,For discovery of quorum sensing in bacteria,https://en.wikipedia.org/wiki/E._Peter_Greenberg,https://openalex.org/authors/A5084243657,Molecular Biology,1312.0,"Biochemistry, Genetics and Molecular Biology",Life Sciences,Yes,,Molecular Biology,1312,"Biochemistry, Genetics and Molecular Biology",,individual,1.0,Life Sciences & Medicine
Shaw Prize in Life Science and Medicine,2016,Adrian Bird,"For discovery of proteins that read DNA methylation, elucidating the basis of Rett syndrome",https://en.wikipedia.org/wiki/Adrian_Bird,https://openalex.org/authors/A5052906260,Molecular Biology,1312.0,"Biochemistry, Genetics and Molecular Biology",Life Sciences,Yes,,Molecular Biology,1312,"Biochemistry, Genetics and Molecular Biology",,individual,1.0,Life Sciences & Medicine
Shaw Prize in Life Science and Medicine,2016,Huda Zoghbi,For discovery of the genetic basis of Rett syndrome,https://en.wikipedia.org/wiki/Huda_Zoghbi,https://openalex.org/authors/A5020701219,Genetics,1311.0,"Biochemistry, Genetics and Molecular Biology",Life Sciences,Yes,,Genetics,1311,"Biochemistry, Genetics and Molecular Biology",,individual,1.0,Life Sciences & Medicine
Shaw Prize in Life Science and Medicine,2017,Ian R. Gibbons,For discovery of microtubule-associated motor proteins: dynein,https://en.wikipedia.org/wiki/Ian_Gibbons_(biologist),https://openalex.org/authors/A5037402750,Cell Biology,1307.0,"Biochemistry, Genetics and Molecular Biology",Life Sciences,Yes,,Cell Biology,1307,"Biochemistry, Genetics and Molecular Biology",,individual,1.0,Life Sciences & Medicine
Shaw Prize in Life Science and Medicine,2017,Ronald D. Vale,For discovery of microtubule-associated motor proteins: kinesin,https://en.wikipedia.org/wiki/Ronald_D._Vale,https://openalex.org/authors/A5110231653,Cell Biology,1307.0,"Biochemistry, Genetics and Molecular Biology",Life Sciences,Yes,,Cell Biology,1307,"Biochemistry, Genetics and Molecular Biology",,individual,1.0,Life Sciences & Medicine
Shaw Prize in Life Science and Medicine,2018,Mary-Claire King,For mapping the first breast cancer gene BRCA1,https://en.wikipedia.org/wiki/Mary-Claire_King,https://openalex.org/authors/A5049132398,Genetics,1311.0,"Biochemistry, Genetics and Molecular Biology",Life Sciences,Yes,,Genetics,1311,"Biochemistry, Genetics and Molecular Biology",,individual,1.0,Life Sciences & Medicine
Shaw Prize in Life Science and Medicine,2019,Maria Jasin,"For demonstrating that localized DNA double-strand breaks stimulate recombination in mammalian cells, foundational to gene editing",https://en.wikipedia.org/wiki/Maria_Jasin,https://openalex.org/authors/A5089227056,Molecular Biology,1312.0,"Biochemistry, Genetics and Molecular Biology",Life Sciences,Yes,,Molecular Biology,1312,"Biochemistry, Genetics and Molecular Biology",,individual,1.0,Life Sciences & Medicine
Shaw Prize in Life Science and Medicine,2020,Georg Nagel,,,https://openalex.org/authors/A5003921354,Cellular and Molecular Neuroscience,2804.0,Neuroscience,Life Sciences,Yes,,Cellular and Molecular Neuroscience,2804,Neuroscience,"2026-09-11 coverage audit: added, add colaureate; id from the snapshot name scan, largest field-consistent profile (266 works). Source: shawprize.org 2020 Life Science and Medicine: awarded in equal shares to Miesenbock, Hegemann and Nagel",individual,1.0,Life Sciences & Medicine
Shaw Prize in Life Science and Medicine,2020,Gero Miesenboeck,"For development of optogenetics, a technology revolutionizing neuroscience",https://en.wikipedia.org/wiki/Gero_Miesenb%C3%B6ck,https://openalex.org/authors/A5041526781,Cellular and Molecular Neuroscience,2804.0,Neuroscience,Life Sciences,Yes,,Cellular and Molecular Neuroscience,2804,Neuroscience,,individual,1.0,Life Sciences & Medicine
Shaw Prize in Life Science and Medicine,2020,Peter Hegemann,,,https://openalex.org/authors/A5032787107,Cellular and Molecular Neuroscience,2804.0,Neuroscience,Life Sciences,Yes,,Cellular and Molecular Neuroscience,2804,Neuroscience,"2026-09-11 coverage audit: added, add colaureate; id and field copied from the laureate's existing row (Albert Lasker Basic Medical Research Award 2021). Source: https://www.ecn-berlin.de/news-reader/peter-hegemann-receives-2020-shaw-price.html",individual,1.0,Life Sciences & Medicine
Shaw Prize in Life Science and Medicine,2021,Scott D. Emr,"For landmark discovery of the ESCRT pathway, essential in membrane biology, cell division and viral dissemination",https://en.wikipedia.org/wiki/Scott_D._Emr,https://openalex.org/authors/A5025638265,Cell Biology,1307.0,"Biochemistry, Genetics and Molecular Biology",Life Sciences,Yes,,Cell Biology,1307,"Biochemistry, Genetics and Molecular Biology",,individual,1.0,Life Sciences & Medicine
